,credits,catalog_id,prereqs,coreqs,fees,attributes,description,program_code,program_name,YEAR,SEMESTER,term,CatalogYear,Title
649,3 Credits,ME 0325,"MA 0251, ME 0318.",,,,"The student will become familiar with the analysis of the dynamic response of structures, structural components to transient loads, and foundation excitation. Course includes single-degree-of-freedom and multiple-degree-of-freedom systems, frequency response concepts, and introduction to modal analysis. Basic concepts of vibration control and control theory will be introduced.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Engineering Systems Dynamics
650,3 Credits,ME 0342,ME 0241.,,,,This course applies concepts learned in ,ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Applications of Thermodynamics
651,3 Credits,ME 0346,ME 0347.,,,,"This course covers the major topics in energy conversion, including fuels used in energy conversion; solar energy; gas turbine engines and applications; internal combustion engines; heat pumps; classic and novel power and refrigeration cycles; system analysis; system economics; and environmental considerations. The course includes computer simulation of power plant performance to optimize energy conversion efficiency. Students will be required to conduct a research on the environmental impacts of the major current energy conversion systems.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Energy Conversion
652,3 Credits,ME 0347,ME 0241.,,,,"Topics in this course include incompressible fluids at rest and in motion; Bernoulli's theorem and the principle of similarity flow through orifices, nozzles, and pipes; flow through open channels; energy relationships as applied to pipe lines, pumps, and turbines; acceleration of fluid masses; losses in fluid flow systems; fluid dynamics; the momentum theorem in turbomachinery; and introduction to compressible fluid flow. This course emphasizes design solutions using computer analysis and synthesis. The course includes a design project of a system that applies the principles of fluid flow.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Fluid Mechanics
653,1 Credit,ME 0348L,,"ME 0342, ME 0347.",$80 Engineering Lab Fee,,"This laboratory learning experience provides the opportunity to explore various components, such as the compressor, condenser, and evaporator, in a series of experiments using refrigeration equipment. Students investigate lift and drag in a wind tunnel, pressure losses in duct flow, and the Bernoulli principle. Also, students determine the efficiency of a centrifugal pump, plot PV diagrams for the Otto Cycle, and study a Pelton Wheel Hydraulic Turbine. The course emphasizes statistical analysis, test planning, data evaluation, and report writing.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Thermal and Fluids Lab
654,3 Credits,ME 0349,ME 0347.,,,,"This course covers one- and two-dimensional heat conduction, including solutions for finned surfaces and solutions for transient problems; convection heat transfer in laminar and turbulent flows; fundamental radiation concepts; laws of thermal radiation; radiation exchange geometrical factors and network methods;heat exchangers and electrical analogies. The course emphasizes design solutions using computer analysis and synthesis. In the lab, students investigate heat transfer in plane surfaces, enhanced heat transfer in extended surfaces, and heat exchanger effectiveness. This course includes a practical design project of a system that applies the principles of heat transfer.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Heat Transfer
655,1 Credit,ME 0350L,,"ME 0325, ME 0349.",$80 Engineering Lab Fee,,"A laboratory experience for engineering students utilizing hands-on experiments to explore energy transfer methods related to transmitted forces in vibrating systems, as well as thermal transfer gradients in mechanical, electrical, and electronic systems. Students use simulation and modeling software for many experiments, including conduction and convection heat transfer processes. The course emphasizes statistical analysis, instrumentation, and report writing.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Energy Transfer Lab
656,3 Credits,ME 0353,"EG 0145, ME 0347.",,,,"Introduction to computational methods used for the solution of advanced fluid dynamics problems.Emphasis on concepts in finite difference methods as applied to various ordinary and partial differential model equations in fluid mechanics, fundamentals of spatial discretization, numerical integration, and numerical linear algebra. A focus on the engineering and scientific computing environment. Other topics may include waves, advanced numerical methods (like spectral, finite element, finite volume), non-uniform grids, turbulence modeling, and methods complex boundary conditions.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Computational Fluid Dynamics
657,3 Credits,ME 0372,ME 0308.,,,,"This course covers theory of elasticity (stress, strain, and generalized Hooke's law), strain energy methods (Castigliano's theorem), thin shells of revolution (equilibrium equations, pressure vessels), thin plates (rectangular and circular plates, moment-curvature relations), beams of elastic foundations and buckling.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Applications of Theory of Elasticity
658,3 Credits,ME 0400,,,,,"This course emphasizes analysis and synthesis of closed loop control systems using both classical and state-space approaches with an emphasis on electro-mechanical systems. The mathematical requirements include the Laplace transform methods of solving differential equations, matrix algebra and basic complex variables. The discussion of classical control system design includes the modeling of dynamic systems, block diagram representation, time and frequency domain methods, transient and steady state response, stability criteria, controller action [Proportional (P), proportional and integral (PI), Proportional, integral and derivative (PID) and pseudo-derivatives feedback], root locus methods, the methods of Nyquist and Bode and dynamics compensation techniques. The discussion of state-space methods includes formulation and solution (analytical and computer-based) of the state equations and pole-placement design. The course integrates the use of computer-aided analysis and design tools (MATLAB) so as to ensure relevance to the design of real world controlled electro-mechanical systems using case studies and applications to electrical and mechanical systems. Includes lab (hardware based) exercises.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Feedback and Control Systems
659,3 Credits,ME 0405,,,,,"This course covers development of mechatronics theory and applications to systems dependent upon the integration of mechanical, electrical and computer engineering. Students assemble hardware components to create a product design that fulfills a specified task in a mechatronics system. Students develop design skills in mechanisms, electrical devices, and software to create, test, and verify system function. Sessions include lab projects. Students will be challenged to develop a publication-worthy white paper as a final deliverable along with their final project.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Design of Mechatronics Systems
660,1 Credit,ME 0410L,,,,,"This course is designed to be an introductory course in the Product Manufacturing field. The course provides theoretical concepts as well as the development of the knowledge and skills required in CNC programming, machine setup and operation, 3D printing, laser, manual machining and metrology. The laboratory portion emphasizes practical application of CNC machine tools, 3D printing, and manual machining, which involve set-ups and procedures for operation.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Product Manufacturing Lab
661,3 Credits,ME 0411,,,,,"Topics in advanced kinematics include introduction to basic concepts and definitions related to kinematics, commonly used links and joints, kinematic analysis of mechanisms, introduction to robotic mechanisms, homogeneous transformations, Euler angles, Denavit-Hartenberg representation of forward kinematics of robots, inverse kinematics solution of robots, degeneracy and dexterity, and differential motion and velocity relations. Industrial application of kinematics will also be covered and the course will include a laboratory or project component.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Theory and Applications of Robot Kinematics
662,3 Credits,ME 0412,,,,,"The topics in the area of dynamics include degrees of freedom, generalized coordinates, constraints, physics of failure, flexures, and optomechanics. The course will focus on practical applications of advanced dynamics, including linkages, cams, and kinematics mechanisms, as well as computer applications and project design. Students will be challenged to develop a publication-worthy white paper as a final deliverable along with their final project.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Advanced Dynamics
663,3 Credits,ME 0415,,,,,"This course provides students with the theoretical basis to proceed in future studies. Topics include root-finding, interpolation, linear algebraic systems, numerical integration, numerical solution of ordinary and partial differential equations, modeling, simulation, initial boundary value problems, and two point boundary value problems.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Engineering Applications of Numerical Methods
664,3 Credits,ME 0424,,,,,"This course will introduce students to the latest advancements in micro and nano manufacturing. The course will enable students to become familiar with advanced manufacturing techniques in light of the global emphasis on micro and nano manufacturing. Topics to be covered include lithography, mechanical micromachining, laser fabrication, polymers and nanocomposites, and nano imprinting. The important topics of metrology and process control at the micro and nano scale will also be discussed. Students will conduct a class project integrating the different processes for an application in electromechanical or biomedical field. A lab component is also present where students get a hands-on experience with material processing and characterization tools.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Micro and Nano Manufacturing
665,3 Credits,ME 0428,,,,,"Introduction to computational methods used for the solutions of advanced fluid dynamics problems. Emphasis on concepts in finite difference methods as applied to various ordinary and partial differential model. Equations in fluid mechanics, fundamentals of spatial discretization, numerical integration, and numerical linear algebra. A focus on the engineering and scientific computing environment. Other topics may include waves, advanced numerical methods (like spectral, finite element, finite volume), non-uniform grids, turbulence modeling, and methods complex boundary conditions. Students select a related research topic, identify a technical paper to review and give a class presentation.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Computational Fluid Dynamics
666,3 Credits,ME 0451,,,,,"This course covers selected topics in energy conversion, including fuels used in energy conversion, solar energy, gas turbine engines and applications, internal combustion engines, battery power, heat pumps, classic and novel power and refrigeration cycles, system analysis, system economics, and environmental considerations. The course includes computer simulation of power plant performance to optimize energy conversion efficiency. A research report and class presentation of an independent research on one of the emerging sources of energy is an essential part of this course.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Energy Conversion
667,3 Credits,ME 0470,,,,,"This course examines applications of finite element analysis in modern engineering including structural analysis, fluid flow, heat transfer, and dynamics. Finite element formulations covering two and three dimensional elements as well as energy methods are developed. Students develop techniques for application of finite element method in structural design, dynamic system response, fluid and thermal analyses. Application of methodology to fluid flow is presented. Students solve example and design problems manually and using modern finite-element analysis software, ANSYS and FLUENT. Students are required to conduct an independent research on one of the new and emerging energy sources, write a research report and make a class presentation on their research.",ME,Mechanical Engineering,2016.0,Fall,Fall2016,2016_2017,Applications of Finite Element Analysis
668,3 Credits,ME 0472,,,,,"This course covers theory of elasticity (stress, strain, and generalized Hooke's law), strain energy methods (Castigliano's theorem), thin shells of revolution (equilibrium equations, pressure vessels), thin plates (rectangular and circular plates, moment-curvature relations), beams of elastic foundations and buckling. Students are required to conduct an independent research on one of the new and emerging energy sources, write a research report and make a class presentation on their research.",ME,Mechanical Engineering,2017.0,Spring,Spring2017,2016_2017,Applications of Theory of Elasticity
669,3 Credits,MG 0101,Sophomore standing.,,,,"This course integrates, through theory and its application, the various topics, concepts, and modalities that make up the Management discipline. Its purpose is twofold: 1) to provide all business students with a strong grounding in how individuals and organizations function to support the strategic goals of business, and 2) to provide a foundation for further study by management majors and minors. The course introduces students to team/group work; the relationship of business to local, national, and global communities; the ethical implications of business decisions and models; organizational behavior; human resource management; leadership and organizational culture.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Introduction to Management
670,3 Credits,MG 0235,Junior standing.,,,,"This course introduces students to how effective management of people can contribute to firm performance and competitive advantage. The course explores human resource management activities: human resource planning, recruiting, selection, training, performance appraisal, compensation, and labor relations. Through extensive use of cases, simulations, and exercises, students actively learn to implement various human resource management strategies to better serve organizational and employee interests.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Managing Human Resources
671,3 Credits,MG 0240,Junior standing.,,,,"This course prepares students for the task of leading and managing people. The purpose of the course is to address advanced organizational behavior topics as well as to illuminate the research and practice associated with effective leadership. The first segment of the course reviews the leadership literature, including trait theory, aspects of leadership style, leader emergence, contingency theories, and charismatic/transformational leadership practices. The second segment involves skill practice in managing people in the areas of communication, conflict resolution, empowerment, delegation, influence, teamwork, problem solving, and diversity issues. The third and final segment explores strategic leadership from the CEO perspective, and addresses how leaders create change and transform organizations.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Leading and Managing People
672,3 Credits,MG 0300,"Matriculation in a business program, senior standing, completion of business core.",,,,"This capstone course, required for senior level students in the School of Business, integrates the business core through the concept of strategic management. It offers an opportunity for students to put together all they have learned in their discipline and to see the ""big picture"" of how business organizations function. The primary goal is to prepare students to think like top managers and to understand that strategic decision-making encompasses all parts of the organization, internal and external, bringing together all disciplines of management. The course includes lectures, readings, cases, and a capstone group project.",MG,Management,2017.0,Spring,Spring2017,2016_2017,Business Strategies in the Global Environment
673,3 Credits,MG 0303C,,,,MGEL Management: General Elective,"This course is a thorough examination of the most prominent sports media consumption platforms, covering  how each has evolved over the last 100 years and how they all co-exist today. Guest speakers from leading sports media organizations and visits to network centers offer real-world insights and detailed understandings of the sports media landscape. Analyze how various businesses employ these platforms to engage fans and positively affect their bottom line.",MG,Management,2017.0,Spring,Spring2017,2016_2017,Topics in Management: Sports Media Platforms and Strategies
674,3 Credits,MG 0320,Junior standing.,,,UDIV U.S. Diversity,"This course allows questions to be framed, and answers sought, with regard to the challenge of diversity in the work environment. The course uses readings, exercises, and real-world projects to formulate the following: a definition of diversity; an awareness of its impact on businesses and their managers; the identification of the challenges that diversity presents and the opportunities it allows for even more productive workplace interactions; and the necessary skills, attitudes, and patterns of critical thinking needed for effective leadership in this important area. The course presents issues in the specific real-life context of ethnic, racial, gender, and class groups.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Diversity in the Workplace
675,3 Credits,MG 0330,MG 0235 or MG 0240; Junior standing.,,,,"This course prepares students for the job search while exploring theoretical issues in career development over the life span. Theories of career development covered include: life stage and career stage models, aspects of politics that shape careers, issues of derailment, technical career paths, gender issues in careers, mentoring, and new career models, such as the boundaryless career, the protean career, and the kaleidoscope career. Students undertake a resume revision process, develop a sample cover letter, participate in workshops on Internet job searching techniques, and practice mock interviews. An in-class session with members of the Career Planning Center is included. Students may also receive credit for a job shadowing assignment, attendance at Career Fairs, and other career-related activities. Open to management majors and minors only.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Career Planning
676,3 Credits,MG 0335,Junior standing.,,,,"This course is a practical introduction to the problems, practices, and opportunities that exist for early stage startups which are examined from conception of the opportunity through customer discovery and customer validation utilizing an experiential learning approach. Participants will explore business model possibilities for a venture of their own devising. Emphasis will be placed on clear statement of hypotheses, effective testing of the problem the venture aims to address, and appropriate testing of the product/service developed to address the problem in order to develop suitable product-market fit. Student teams will assess and iterate upon business model elements including value propositions, customer segments and customer relationships, in addition to channels that may be used to interact with or deliver products/services to customers. Although the course will not cover the launch of a scalable business, student teams will undertake real-world investigation and testing to discover customer wants and needs and to validate their conception of the problems and product/service solutions that their ventures would use to address those problems. Students will also gain experience with crafting business pitches and delivering those pitches via regular in-class presentations as they hone their ventures’ business models.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Entrepreneurship and Small Business Management
677,3 Credits,MG 0337,Junior standing.,,,,"Building upon the Business Model Canvas of Osterwalder and Pigneur and the Lean Launchpad framework of Blank, Engel, and Dorf, this course provides students the skill sets necessary to progress from basic entrepreneurial ideation and validation to formalized product development with the concomitant required business models. Mechanisms are developed for identifying markets, assessing competition in those markets, and the associated market entry strategies. Included is the identification of key resources: financial, human, and intellectual capital; as well as the associated acquisition strategies. Key partnerships are identified in the categories of strategic alliances, ""coopetition,"" joint new business development efforts, and key supplier relationships. Associated with this is the investigation of the choice between physical and web/mobile channels in getting products from company to customers, and the associated strategies of customer retention and growth. Revenue and pricing models, both in the business-to-customer and business-to-business contexts are discussed in detail.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Technology Ventures
678,3 Credits,MG 0338,Junior standing.,,,,"This course provides a foundation for understanding family businesses, which represent over 80% of the world's free economies. The dynamics of first generation start-ups or multi-generational family businesses are often unique, yet tenuous to manage. Regardless of whether you are a member of the managing family or assuming a position within the firm, comprehension of the idiosyncrasies of successfully managing their complex operations is imperative. Through class discussions, case studies, articles, role plays and your research project based on auditing a locally-based family enterprise, this course will enable you to analyze and consider participating in a family business. Guest lectures from local family businesses will provide real-world application of the theories and concepts discussed in class.",MG,Management,2017.0,Spring,Spring2017,2016_2017,Managing a Family Business
679,3 Credits,MG 0340,Senior standing.,,,,This course applies the knowledge students have acquired from previous management courses by examining integrative topics and issues in both domestic and global contexts. The focus of the course reflects traditional core concepts and their application to emerging critical issues in the field of business management. Case studies and experiential learning are used to enhance the classroom pedagogy.,MG,Management,2016.0,Fall,Fall2016,2016_2017,Critical Issues in Management
680,3 Credits,MG 0350,Junior standing.,,,"HASM Humanitarian Action Minor Skills/Method Course, WDIV World Diversity","This course is a study of international laws, legal institutions, and the societal and cultural institutions that impact and regulate business activity throughout the world. The student is introduced to the risks of international business and how those risks differ from doing business domestically; the function and importance of public international law; the international commercial transaction and its potential problems; and the basic structure and principles of international trade law and negotiations for trade. Also discussed are the legal and ethical problems facing multinationals operating in a number of countries, including licensing and protection of international property rights, and a comparative analysis of host country employment laws. Special emphasis is placed on the developing countries and emerging markets, such as China, Russia, India, Africa, Latin America, the Middle East, and the Caribbean, with a comparative legal and cross-cultural perspective.",MG,Management,2016.0,Fall,Fall2016,2016_2017,International Law
681,3 Credits,MG 0360,Junior standing.,,,EVAP Environmental Studies: Applied Professional Skills,"This course builds skills in negotiating and managing disputes and explores various theories concerning negotiation styles, strategy and tactics, alternative dispute resolution, and the major legal and ethical issues in the field. The course strengthens negotiation skills, introduces the many formal and informal processes available for dispute resolution, and develops managers' ability to resolve and prevent disputes. The heart of the course is a series of experiential exercises that create opportunities to practice and develop the principles learned in the course.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Negotiations and Dispute Resolution
682,3 Credits,MG 0370,Junior standing.,,,"HASM Humanitarian Action Minor Skills/Method Course, MGHR Management: HR Elective","This course provides students with an understanding of the nonprofit sector and exposure to fundamentals in managing nonprofit organizations. It explores a broad range of topics including: the role of nonprofits in society, executive leadership and governance relationships in nonprofit organizations, the legal framework of nonprofits, human resource management of staff and volunteers, marketing and public relations, fundraising, budgeting and financial management, and strategic planning in the nonprofit sector. Special emphasis will be placed on leadership and the unique challenges that nonprofit leaders face in local, national, and global environments.",MG,Management,2017.0,Spring,Spring2017,2016_2017,Managing Non-Profit Organizations
683,3 Credits,MG 0375,Junior standing.,,,,"This course examines effective and efficient management within the culture of sports organizations. It distinguishes the management requirements in sports organizations. Current issues in the various sports industries are analyzed and the actions of the industries' management are reviewed and critiqued. Different types of organizational structures are studied and their method for motivating, managing, and evaluating the performance of employees, individually and in teams, is discussed. This course also identifies effective management styles and places emphasis on the importance of sound communication skills and goal setting. The fundamental purpose of this class is to provide students with an understanding of how to apply the principles of business and/or the elements of organization to sport. Over the semester, students will have the opportunity to explore basic theories of management, human resource management, politics, finance, marketing, resource acquisition (fundraising and corporate support), sports law, broadcast properties, media and publicity, future trends in facilities as well as philosophical, sociological, and culture considerations of sport.",MG,Management,2017.0,Spring,Spring2017,2016_2017,Sports Management
684,3 Credits,MG 0500,MG 0400.,,,,"This course focuses intensively on the art and science of leadership in organizations by examining the critical links between leader skills, strategy, and organizational change utilizing a human resources approach. The course strives to assist students from every concentration, including finance, marketing, information systems, accounting, and international business, to become leaders who can motivate and mobilize their people to focus on strategic goals. The material covered in this course will include traditional, contemporary, and strategic theories of leadership. Students will assess their leadership skills, and engage in a series of assignments designed to improve and establish confidence in their own abilities to lead.",MG,Management,2017.0,Summer,Summer2017,2016_2017,Leadership
685,3 Credits,MG 0503,,,,,"This course helps students be more responsible and effective managers of the gray areas of business con­duct that call for normative judgment and action. The course is designed to develop skills in logical reasoning, argument, and the incorporation of legal, social, and ethical considerations into decision-making. The course teaches the importance of legal and ethical business issues and enables students to make a difference in their organizations by engaging in reasoned consideration of the normative aspects of the firm. Using the case method, the course provides an over­view of current topics, including the legal process, corporate governance, employee rights and responsibilities, intellectual property and technology, and the social responsibility of business to its various stakeholders.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Legal and Ethical Environment of Business
686,3 Credits,MG 0504,,,,,"This course focuses on effectively managing people in organizations by emphasizing the critical links between strategy, leadership, organizational change, and human resource management. Topics include the strategic importance of people, leading organizational change, corporate social responsibility, implementing successful mergers and acquisitions, and fundamentals of human resource practices. Discussions interweave management theory with real-world practice. Class sessions are a combination of case discussions, experiential exercises, and lectures.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Managing People for Competitive Advantage
687,3 Credits,MG 0505,,,,,"Human Resource Strategy is the linkage between human resource management (HRM) and firm strategy, contributing to competitive advantage of the firm. Human capital, which is knowledge, skills and abilities (KSA) of people, is one of the strategic assets of the firm. HRM entails recruitment and selection, training and development, total compensation and rewards, performance management, employee relations (such as diversity management, work life balance, legal and ethical compliance, safety issues) and other people related practices. In this course students will analyze how these practices can be aligned with the strategy of the firm and lead to greater firm performance. The students will take an analytics approach to generate for effectively managing employees so that business goals can be reached quickly and efficiently. the challenge of human resources analytics is to identify what data should be captured and how to use the data to model and predict capabilities so the organization gets an optimal return on investment (ROI) on its human capital.",MG,Management,2017.0,Spring,Spring2017,2016_2017,Human Resources Strategies
688,3 Credits,MG 0508,,,,,"This course begins by presenting cutting-edge concepts and applications so that students understand the dynamics of innovation, the construction of a well-crafted innovation strategy, and the development of well-designed processes for implementing the innovation strategy. It then focuses on the building of an entrepreneurial organization as a critical core competency in the innovation process. Concurrent with this, it focuses on the development and support of the internal entrepreneur or Intrapreneur as part of the process of developing organizational core competencies that build competitive comparative advantages that, in turn, allow the firm to strategically and tactically compete in the global marketplace. Topics explored include technology brokering, lead users, disruptive technologies and the use of chaos and complexity theory in the strategic planning process.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Strategic Management of Technology and Innovation: The Entrepreneurial Firm
689,3 Credits,MG 0512,,,,,"This course offers an in-depth analysis of laws and legal principles relevant to commercial transactions. Several articles of the Uniform Commercial Code will be studied, including: Articles 2 and 2A (Sales, Warranties and Leases of Goods); Articles 3 and 3A (Negotiable Instruments - i.e., checks, drafts, promissory notes); Articles 4 and 4A (Bank Collections and Deposits); Article 5 (Letters of Credit); Article 7 (Warehouse Receipts) and Article 9 (Secured Transactions). Federal bankruptcy law (with particular attention to Chapters 7 and 11) will also be considered.",MG,Management,2016.0,Fall,Fall2016,2016_2017,The Law of Commercial Transactions: Advanced Studies in the Uniform Commerical Code
690,3 Credits,MG 0540,,,,,"This course develops a framework for distinguishing the various stages of cooperative relationships across national cultures, which have distinct characteristics and call for different modes of behavior. The stages of this framework include: identifying a cross-cultural win-win strategy; translating the strategy into viable action plans; executing the strategy and making cross-cultural collaboration happen; and assuring that emerging synergistic organizations become self-initiating entities. The course identifies and discusses in detail the necessary managerial skills for the support of each of these stages.",MG,Management,2017.0,Summer,Summer2017,2016_2017,Cross-Cultural Management
691,3 Credits,MG 0584,,,,,"This course considers the formulation of effective policy and accompanying strategy actions, and the management of such policies and actions. It examines the role of the general manager in this process and presents the diversified issues and problems the management of a business firm may be required to consider and solve in strategic planning. This course also examines the problems and tasks of strategy implementation and the general manager's function of achieving expected objectives and establishing new ones to assure the continuity of the business organization. Students are required to prepare a business plan as part of this course.",MG,Management,2016.0,Fall,Fall2016,2016_2017,Capstone: Global Competitive Strategy
692,3 Credits,MK 0101,Sophomore standing.,,,,"This course introduces the fundamental concepts and theories that drive day-to-day marketing decisions. A thorough understanding of the marketplace (consumer or business-to-business) is at the heart of such decision making. In this course, students will learn to identify and satisfy customer's wants and needs. The core tools that enable managers to move from decision-making to action are addressed, namely: product development, pricing, channel management and structure, and promotions (including advertising and sales). Additional topics include global marketing, societal and marketing ethics, and digital marketing. Students are required to work in a team to construct a marketplace analysis for a chosen product/service.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Principles of Marketing
693,3 Credits,MK 0212,MK 0101; Junior or senior standing.,,,,"This course provides students with an understanding of the behavior of consumers in the marketplace, using an interdisciplinary approach that employs concepts from such fields as economics, psychology, social psychology, sociology, and psychoanalysis. Topics include motivation, perception, attitudes, consumer search, and post-transactional behavior.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Consumer Behavior
694,3 Credits,MK 0221,MK 0101; junior or senior standing.,,,,"This course is intended to give the student an understanding of the important role of the sales function in the overall marketing effort of the firm and in the firm's overall success. The course focuses on the sales process (prospecting, making presentations, handling objections and closing the sales), and the management of the sales force (recruiting, training, motivating, compensating, and supervising salespeople). Ethical issues in selling and new technologies that impact the sales effort are also covered.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Sales and Sales Management
695,3 Credits,MK 0231,MK 0101; junior or senior standing.,,,,"This course focuses on strategic management of a firm's integrated marketing communications, the most notable element of which is advertising. It emphasizes the importance of seamlessly and synergistically coordinating numerous promotional mix elements to create a uniquely memorable voice with which to communicate and engage the target audience in a lasting relationship with the firm's brand. Topics include advertising message strategy, creative strategy and execution, media strategy, and various relationship-building promotional tools. Also discussed are current events and ethical issues in advertising and promotion. Through activities and projects, students prepare for careers in advertising and related industries.",MK,Marketing,2017.0,Spring,Spring2017,2016_2017,Advertising
696,3 Credits,MK 0241,MK 0101; junior or senior standing.,,,,"From social networks to mobile applications, marketing in the digital age is markedly different than in the past. The course identifies marketing strategies that work in this new environment. Students will study how e-business and digital marketing continue to alter the business landscape and how certain theoretical frameworks can help to explain some of the current issues in the field. Specifically, students will examine how digital marketing has affected product, pricing, distribution, research, communication, and public policies.",MK,Marketing,2017.0,Spring,Spring2017,2016_2017,Digital Marketing
697,3 Credits,MK 0251,MK 0101; junior or senior standing.,,,,"The course takes an in-depth look at social networks and social media platforms (e.g., blogs, discussion forums, Facebook, Twitter, other forums of user-generated content) from a strategic perspective. The primary focus of this course will be on understanding social media as part of a brand's marketing communications, how to build strategies and tactics to help brands differentiate and rise above the noise on the social web, and how to track their effectiveness. Topics to be covered include constructing a brand strategy on social media, engaging influencers, content development, social media analytics and measurement, and social media platforms.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Social Media Marketing
698,3 Credits,MK 0261,MK 0101; junior or senior standing.,,,,"This course is offered to address the growing interest in the sports industry as a business career. The course will provide an overview of how sports marketing can work as a component of a fully integrated marketing communication strategy. The course is designed to help students better understand the sports consumer, and how corporations and sports organizations can apply core marketing concepts to help achieve their business objectives. Marketing strategies such as market segmentation, target marketing and the marketing mix are covered within the context of sporting event sponsorships and professional sports teams. Additional topics such as sports governing organizations, sports media, licensing and hospitality will be covered.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Sports Marketing
699,3 Credits,MK 0311,MK 0101; EC 0278 or MA 0017 or MA 0217 or PY 0201 or SO 0221; junior or senior standing.,,,,"This course gives students an appreciation of the role of marketing research in understanding customers to better address their needs and wants, as well as in reducing the risks associated with marketing decisions. Topics include problem formulation, research design, data collection instruments, sampling, data analysis, and communication of results. Students will get hands-on experience with different stages of the marketing research process.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Marketing Research
700,3 Credits,MK 0312,MK 0101; junior or senior standing.,,,WDIV World Diversity,"This course instills in students an appreciation of the complexities encountered in marketing products and services in global markets. The course discusses differences that exist among consumers in different cultures and also provides students with an understanding of the role of external elements such as economic, political, legal, cultural, geographic, and social environments on the formulation of a firm's marketing strategy in foreign markets.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Global Marketing
701,3 Credits,MK 0321,MK 0101; junior or senior standing.,,,,"This course provides a management focus and managerial framework to the discipline of distribution and channel management, emphasizing the design and management of marketing channels as a key strategic tool in satisfying the needs of the customers in the new millennium. The course integrates theory and practice, and applies them to the decision-making processes. The course also discusses the importance of the Internet as a marketing channel for the distribution of goods and services.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Marketing Channels
702,3 Credits,MK 0331,MK 0101; Junior or senior standing.,,,,"This course examines the basic processes involved in strategic media planning including budgeting, selecting media forms and media vehicles, media timing, and media audience measurement. Students understand the role of traditional and non-traditional media, as well as new media such as the Internet, as channels for communicating promotional messages to consumers. The course also covers varied media allocation models.",MK,Marketing,2017.0,Spring,Spring2017,2016_2017,Media Strategy
703,3 Credits,MK 0332,MK 0101; Junior or senior standing.,,,,"This course facilitates the fundamental understanding of audiences: receiving information from them, advertising management of their attitudes and responses, helping to set policies that demonstrate responsible attention to them, and constantly evaluating the effectiveness of all public relations programs. This inclusive role integrates all activities associated with ascertaining and influencing the opinions of a group of people. The course pays increasing attention to the use of electronic technology for messages from fax machines to e-mail to specialized networks in cyberspace.",MK,Marketing,2016.0,Fall,Fall2016,2016_2017,Public Relations
704,3 Credits,MK 0341,MK 0101; Junior or senior standing.,,,,This course focuses on one element in the marketing mix: the product. It examines such questions as how should a firm effectively and efficiently manage its current product line and develop potential new products. Consideration is also given to strategic planning.,MK,Marketing,2017.0,Spring,Spring2017,2016_2017,Brand Management
